treatment,estimate,stderr,lower,upper,rmse y,accuracy y,rmse D,accuracy D,rmse final,n,learner_y,learner_d
treated,0.06378256796424178,0.0044402757341322,0.05507962752534267,0.0724855084031409,0.37860571659996345,0.7788880561800872,0.47709673940511954,0.6197574041690954,0.40440070006323153,36027,GBF,Logit
treated,0.0616884318028754,0.00437231433090327,0.05311869571430499,0.0702581678914458,0.3786620122948454,0.7772503955366808,0.484109755815202,0.5968579121214644,0.40435406852020395,36027,GBF,RF
treated,0.06076160520998056,0.004385864732806189,0.05216531033368042,0.06935790008628069,0.37866344294391796,0.7786382435395676,0.4828042630486851,0.6080994809448469,0.4044128527808911,36027,GBF,Tree
treated,0.06751178600811572,0.0043797592174568386,0.05892745794190032,0.07609611407433112,0.37873715475635267,0.777333666416854,0.48363731302114715,0.6094595719876759,0.40450045086341735,36027,GBF,MLP
treated,0.06470042942250236,0.0044512830848104585,0.05597591457627386,0.07342494426873085,0.37875911229175047,0.7772503955366808,0.4761194653567357,0.6244205734587948,0.404464688484665,36027,GBF,GBF
treated,0.06446981130693023,0.004481182452513865,0.05568669370000306,0.0732529289138574,0.3819915246130884,0.7753074083326394,0.4761000559028744,0.6238654342576401,0.40739714171303293,36027,Logit,GBF
treated,0.06824318954325667,0.004474634248403124,0.05947290641638655,0.0770134726701268,0.3819915246130884,0.7753074083326394,0.47709673940511954,0.6197574041690954,0.40726670656210867,36027,Logit,Logit
treated,0.06979409870563306,0.004430092384335363,0.06111111763233575,0.07847707977893037,0.3819915246130884,0.7753074083326394,0.4822092783480212,0.6109029339106781,0.40729557939700056,36027,Logit,MLP
treated,0.06170546515882629,0.004418154458301392,0.053045882420555565,0.07036504789709702,0.3819915246130884,0.7753074083326394,0.4828042630486851,0.6080994809448469,0.40738569980225287,36027,Logit,Tree
treated,0.062087235025310675,0.004406181775330551,0.053451118745662794,0.07072335130495855,0.3819915246130884,0.7753074083326394,0.4842495064459295,0.5950537097177118,0.407379088984571,36027,Logit,RF
treated,0.06654426289662584,0.0044795279092214885,0.05776438819455172,0.07532413759869995,0.3842003028495879,0.7692286340799955,0.4828042630486851,0.6080994809448469,0.40937875873205465,36027,RF,Tree
treated,0.06740374126348408,0.00454607973315323,0.058493424986503756,0.07631405754046441,0.3842132171443632,0.7694229328003998,0.4760110222779801,0.6253920670608155,0.4095246659635997,36027,RF,GBF
treated,0.06636706871898558,0.004537944296758665,0.057472697897338595,0.07526143954063257,0.38422170173607845,0.7692008771199378,0.47709673940511954,0.6197574041690954,0.40960435966278513,36027,RF,Logit
treated,0.06668822679154354,0.0044842279772065435,0.05789913995621872,0.07547731362686837,0.3842765460199759,0.7686179809587254,0.48252689556838535,0.6102090099092348,0.4096787731095375,36027,RF,MLP
treated,0.06701416444202561,0.004468996573860937,0.058254931157258175,0.07577339772679305,0.3843661563467025,0.7694784467205151,0.48412719180811736,0.5973020234823883,0.40953394398392756,36027,RF,RF
treated,0.06773224799261554,0.004514836611052554,0.058883168234952536,0.07658132775027855,0.38623852170234096,0.7634551863879868,0.4760006227617578,0.6240597329780443,0.41145500705082416,36027,Tree,GBF
treated,0.0647794557165506,0.004508839207618713,0.05594213086961792,0.07361678056348328,0.38623852170234096,0.7634551863879868,0.47709673940511954,0.6197574041690954,0.4116142094411482,36027,Tree,Logit
treated,0.06468911691882491,0.004458682964060442,0.05595009830926644,0.07342813552838337,0.38623852170234096,0.7634551863879868,0.4820755916849163,0.6109862047908513,0.41167393262134344,36027,Tree,MLP
treated,0.06657810475042784,0.004448543860434631,0.05785895878397597,0.07529725071687972,0.38623852170234096,0.7634551863879868,0.4828042630486851,0.6080994809448469,0.41137285176735944,36027,Tree,Tree
treated,0.06726725616398782,0.004436844454360103,0.05857104103344202,0.07596347129453362,0.38623852170234096,0.7634551863879868,0.48415726311936774,0.5955255780386932,0.41134855946572013,36027,Tree,RF
treated,0.07389319405311696,0.004498974604310706,0.06507520382866798,0.08271118427756595,0.3862895329265727,0.7749743248119466,0.4814620361535323,0.6119854553529297,0.41088238243055125,36027,MLP,MLP
treated,0.06497199208167606,0.0045568555145665485,0.056040555273125625,0.0739034288902265,0.386621234025715,0.7709495656035751,0.47709673940511954,0.6197574041690954,0.4119793499844562,36027,MLP,Logit
treated,0.06134511830052493,0.00447723995876952,0.05256972798133667,0.0701205086197132,0.38672428806891274,0.7719488161656536,0.4842357184434037,0.5953035223582314,0.4117146063394147,36027,MLP,RF
treated,0.059413673675736176,0.004507485430243113,0.050579002232459674,0.06824834511901268,0.3872132484548703,0.7720876009659422,0.4828042630486851,0.6080994809448469,0.4122241301582272,36027,MLP,Tree
treated,0.062091511518304686,0.0045739406726823945,0.05312658779984719,0.07105643523676218,0.3873220135431494,0.7698948011213812,0.4759619225676321,0.6262525328226053,0.4126535572902093,36027,MLP,GBF
